Sample	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	normal	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	tumor	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal	normal	tumor	tumor	normal	normal	tumor	tumor	tumor	tumor	normal	tumor	normal
1888	-0.591163794	0.969448194	-0.970895894	0.265090787	-0.748399403	-0.896547457	0.772746003	-0.303091467	-0.395626242	-0.387184273	2.213859115	1.187445709	-0.542005793	0.194883667	6.24E-02	-0.701831338	-1.947806282	-1.831820323	-0.613192964	-0.343470811	0.679215674	0.237550027	-2.109795994	-1.982552045	-0.360893772	3.52E-02	-0.138986823	-0.787014748	1.000099837	0.884457763	0.245439935	0.462236498	0.341839843	2.95E-02	0.401116202	0.217078337	0.894755147	-0.368152209	-1.91403056	0.450613171	-0.834773603	0.707355389	1.874284069	2.370172592	1.028904749	1.776644987	1.192454248	0.523012154	0.286415878	-1.968807087	-1.565845317	-0.191384725	-0.727154351	-0.116346355	0.619325147	0.388790202	0.153173828	-0.493757348	0.362113828	0.67045363	0.299536024	3.49E-02
1889	-1.037916343	-0.564261867	5.19E-02	0.210714315	-0.658146758	-1.246138221	-0.360543162	-0.571613347	0.306735333	1.402277515	1.041714536	1.374844315	-0.119654617	-0.669632835	-0.561509155	-1.128226488	-0.622878051	4.19E-04	-0.579335955	-0.342597048	-0.768484648	-1.577272517	-1.881820768	-2.864339272	-0.269612529	-0.472036233	-0.11115872	0.445072678	0.711296938	0.455012231	0.57510262	0.401011543	0.260751069	0.730798805	-0.404683852	4.87E-02	4.72E-02	-1.019369481	-1.225524578	-1.15588826	-0.438449396	0.62381346	1.982979002	2.139452017	1.641160141	1.38455249	0.236301163	1.52619036	1.267821164	1.99115944	-5.22E-02	0.262134759	-0.386282748	0.210466106	0.191956769	0.95447592	-0.204547493	-2.030061801	-0.4667209	0.328669787	0.211675647	0.774476425
1890	-0.538415177	0.284747885	-1.408899791	-0.421574361	-1.408008896	-1.452913443	-0.162197284	-1.665741519	2.048906524	-1.126332581	-1.01600052	0.842561436	-0.751036697	-0.308066137	-0.477389199	0.501984331	-1.141426171	-1.299033339	0.145850564	-2.18696995	0.844621115	-9.96E-02	-2.527905813	-2.34847112	-0.414444646	0.393667909	0.207825969	2.040311015	1.85855701	0.4974133	1.489826009	-0.397581974	-0.538907453	1.169722049	-0.125536383	0.439243737	0.992799117	-8.98E-02	1.53E-02	0.533532088	0.128074813	-9.23E-02	0.907660533	0.361307713	1.645161434	0.699947434	1.181967534	1.160034048	-0.601121202	-8.61E-02	-0.197456248	0.838180541	0.137199127	0.871916329	0.207528485	-0.141763988	0.315507632	0.128561781	-8.65E-02	0.174186964	0.115003421	-6.77E-02
1891	1.243477024	1.277203235	0.616616414	0.310278106	-0.631724798	-0.884292816	0.661670872	0.797233297	-1.307576203	0.721381214	1.620782184	1.212330636	-0.159801768	-0.847007064	0.867855115	-0.592758371	0.131101884	1.051896075	-0.21737834	-0.659382071	1.39195072	2.02005819	-0.775495725	-0.637241521	-0.432026235	-0.36749484	-0.912497039	0.721495833	1.179666583	0.979280214	-0.18186478	-0.344651382	-0.157163493	-3.12E-02	0.455484594	-1.53835211	0.621256349	-1.782708849	-2.85886532	-0.429092826	-1.844044746	-9.00E-02	1.052547359	1.722272667	1.600519924	1.472512903	0.9988021	-0.932732259	0.27703692	-0.477708314	-0.702869998	-9.15E-02	-0.51572701	-0.149304831	-0.546989204	-0.59902658	-0.957235202	-1.198193891	0.170261336	0.164963723	-1.090470839	-0.39556375
1892	-0.343216274	1.206746503	-1.319577249	-0.610416993	-0.192035537	0.488558054	-0.589323247	-1.309805652	-1.136392218	1.368018504	0.901605756	1.590555609	5.98E-02	0.281284717	-3.50E-02	-1.814976776	-0.906456309	-1.402343979	-2.131936338	-1.27E-03	-0.727710768	1.231914331	-0.460628568	-1.25077299	-0.251613274	-0.501267046	-2.22E-02	4.92E-02	0.659132613	0.472427486	0.357165028	-0.023591319	-0.330473852	0.347355575	-0.15718816	-1.005127768	-0.741549289	-1.0847018	1.773573463	-1.059766626	-0.980620507	1.357857584	1.51006177	0.443968078	1.339920325	6.25E-02	-0.413028401	1.279180335	0.332125019	1.827851497	-0.291094179	0.12219439	0.323969982	1.201506314	-0.277205902	1.30096016	0.235837051	-0.682722427	-2.235400001	1.71191868	-0.567549918	1.01983857
1893	-0.312007139	-2.32E-02	1.009206986	-0.26260936	-0.506853847	0.396159598	-0.115091578	0.709776854	0.930706613	0.771977664	0.768754718	1.010447759	-0.274220303	-0.540620083	1.153956145	-0.128802574	-0.839561996	-0.611615992	-0.438152081	8.56E-02	-0.537679508	-7.11E-02	-0.778257796	-2.542421015	-0.448284302	-2.239359236	-1.358397195	-6.26E-02	0.885108292	1.504903492	2.235223576	0.202012058	-0.448717696	0.673283623	-3.81E-02	7.41E-02	1.204691933	-0.906892887	-0.629426221	-0.593428079	-1.182470956	0.262462147	1.288714445	1.212643406	0.345187641	0.855741865	1.213715016	-1.45E-02	-3.309926255	1.416745036	-0.402591505	0.961678081	-0.507616756	0.554497245	-0.061063687	-9.18E-02	0.853683598	-1.592904809	-0.397267043	-0.400362587	-0.816724561	0.903781843
1894	-0.615550043	0.82029454	-0.506935549	-0.160072757	-1.058378785	-0.653470031	-0.225109874	0.226749337	-0.467783923	0.509547517	1.438623395	2.017502957	-3.128927817	-0.411615462	-0.657532805	-1.281974355	-0.890050118	-0.101863938	-1.62136678	-0.392049711	-0.285114943	0.33954929	-2.543630693	-1.634816527	-0.342364267	-0.461231494	-0.605796076	-0.326654767	0.880638391	0.721796824	1.139314498	0.713278677	-0.516908459	1.94E-02	0.228609997	-0.514357445	3.63E-02	-0.851872756	0.40932834	-0.254247132	-0.909699849	0.510477306	2.542052749	1.257834297	1.810574082	0.71273236	0.137209871	1.374328839	1.104832888	1.020237427	-4.32E-02	8.38E-02	0.015789895	-0.524591346	0.322226385	-0.262254912	0.336415229	-0.894838359	0.220986007	0.953670288	-1.31E-02	1.253232195
1895	-0.833019031	-0.143667532	-2.179791013	-1.367993048	-0.664920903	-0.854098188	-0.843154399	0.36094128	0.909470528	0.138798306	0.657076337	0.286097195	-0.544872732	-1.043597827	0.481051679	-0.607188451	-0.935403798	3.746448082	-0.385863254	-0.168267789	-0.776307421	-6.86E-02	0.427556064	-1.050494428	0.649545991	-0.396063182	2.07E-02	-0.321301911	-0.179370117	0.106090592	0.349256096	0.467869944	0.157139018	0.285784996	-0.608010726	0.30115211	-0.604110459	4.54E-02	-8.71E-02	0.233242429	-0.557990591	0.436446677	1.425674059	1.919502734	1.112666911	1.530466915	2.080296132	0.882012569	-2.21359451	2.28E-02	0.396135766	0.979606276	-0.293429204	0.425444165	0.409629587	-1.03E-03	-2.198489268	-1.518571241	-0.132268215	-0.555393289	0.588829909	0.300932237
1896	0.231779025	-0.93641511	-2.595048631	-1.068969269	-0.175418634	-1.77E-02	-8.34E-02	0.106583065	0.259638757	0.431744904	1.801057497	0.145435127	0.730773532	-1.729729618	0.477205362	-0.457079109	-0.557133832	-1.149957769	0.51611084	0.318556342	-0.835691414	0.225630876	-0.518249844	-2.313382538	1.050630742	-0.681171163	1.14E-02	1.50321384	1.145512341	1.13180877	0.432612193	0.510568961	-0.297011959	0.566773653	-0.827907446	0.537207851	0.385771217	-0.143591448	-0.276523314	1.050487955	-0.982083198	1.324143239	-0.685053108	0.396756895	1.059700065	2.05015379	1.597024915	-0.452117288	-0.478984772	0.15890775	4.14E-02	1.735929188	0.153907255	0.929214908	-2.075320052	9.91E-02	-1.322821491	-1.515914157	0.508599388	-1.568815298	0.148439657	-2.82E-02
1897	-0.913992652	0.887755537	-1.802160783	-0.649113136	-0.209858505	0.540304502	-0.939649165	-0.992833801	-0.5515903	0.949420155	0.116207896	1.069205493	-0.115248189	0.245681452	-0.327542395	-1.992640332	-0.839684397	-0.534787662	-1.030570843	0.490261581	-0.879349959	0.659449857	-1.064190528	-1.72221327	-0.45271179	-1.048650477	-0.624165396	-0.534361402	0.205485207	8.13E-03	0.839830645	0.578996117	-0.711017697	0.187965562	-0.578370238	-0.522118127	-1.296290214	-1.25371902	0.874552351	0.307378187	-0.883507102	1.182497277	2.49612786	0.714455483	1.405211239	0.984506531	0.424285074	1.459917812	0.595907131	2.094928798	-0.475901909	0.555292302	-0.274892372	1.624787056	0.265012286	1.444826772	0.139575809	-1.814397767	0.197587313	0.90831153	-0.803396537	1.38507281
1898	-0.874216416	0.224189618	-1.511445513	-1.759131892	0.160571877	-1.634951301	-0.523735597	-1.995393878	0.053947278	0.5028242	1.904174391	0.238535974	0.590644594	-0.682385153	-3.81E-02	-0.827596723	0.354576739	-0.772774254	-0.186263366	-0.213190577	0.784847364	0.337396088	0.364999128	-1.224102349	-0.594112832	0.745504154	0.71179726	0.831786976	1.868009256	1.689128748	0.35928186	0.576545014	0.225865016	0.399834	0.130718737	0.148097212	1.121862551	0.962837226	0.538081624	-0.737875093	-1.208920083	0.320859812	-0.300890847	1.670303897	1.66004441	0.434413658	1.772284156	1.578107273	-1.494216138	4.52E-03	-0.396595962	0.270772321	-1.277084572	-0.293689833	0.312698294	-0.797020299	-0.991695381	-2.699853932	-0.357019376	0.347936647	-2.42E-02	-0.781559916
1899	0.144313628	-0.131358224	-0.523213135	-0.976452507	-9.27E-04	-4.21E-02	-0.333566443	-0.754472179	-3.678940094	-1.070556107	0.94667928	0.309221899	-0.292934401	-1.013325109	1.285689013	-1.070420885	-0.64491371	-1.303832544	-1.32E-02	-0.651447275	-0.978110133	0.11587571	0.339323559	-1.529907186	7.80E-02	-0.242625147	-0.650927747	1.107039821	1.091895475	0.659380089	0.59151357	0.484675865	-0.277822004	1.292296512	-0.454392539	0.579228188	0.909714871	0.498870887	0.215103942	0.498568033	-0.70427389	0.915378646	1.081059251	0.933902478	1.119992588	1.44968488	1.34797245	0.524976301	-0.438085225	-0.117660333	1.813055695	1.978724899	0.529958368	-0.189418326	-2.21196977	-0.377623118	-0.386837824	-1.447299764	-0.449441595	-0.941224281	0.998059052	5.91E-02
1900	-0.574913209	-0.440272729	-1.173046963	-0.944720741	-0.23521505	-3.338173574	0.315485353	-0.981411831	-0.870873407	0.261764785	2.039883523	-0.435924201	0.142046392	-0.503701663	-0.154015615	0.185699931	-1.31776597	-2.506513223	-0.526162223	-0.962946535	-3.63E-02	-0.512562515	-0.22758034	-1.901377539	-4.29E-02	0.895692472	0.635305354	1.325481657	2.254930119	1.282060736	0.732425434	9.48E-02	0.92927808	1.038584495	0.402267999	0.603587655	0.899776701	0.547233635	-0.736569809	1.314923667	0.13052266	-1.54366285	0.519757786	1.570921132	0.792580218	0.99452822	1.019135443	-5.89E-02	-0.138809845	-0.328712997	0.451258974	0.99576027	0.109807816	-0.319738041	0.213164487	-0.889357098	-0.899996813	-0.315648476	-1.72E-02	0.144237062	0.352938858	-0.260864379
1901	8.18E-02	1.115096285	0.265377125	0.656875683	-0.30211114	-1.804646506	1.65E-02	-0.583700171	0.625833055	-6.92E-02	1.976033808	1.87269234	-0.589542872	-0.155677524	-8.75E-02	-1.145768462	0.179378291	-0.499034986	-0.2146034	-0.187832903	0.171315265	0.532436699	-0.40133486	-1.471445785	-1.021345982	-0.720616722	-0.728789606	0.164664733	0.490391217	1.007141891	0.952092361	0.255771338	-0.607837476	-0.157042607	-0.334302223	-1.140239464	-0.756169251	-1.54128013	-1.024696105	-0.306127156	-0.943021628	0.393347887	1.238034806	0.183831031	1.522492931	1.701136296	3.461747724	0.288282988	0.200853851	0.768027306	-1.554477978	-0.308317749	-0.772270747	-5.36E-02	0.907705279	0.253311006	-0.67607627	-1.873409941	-1.56620149	0.617639218	0.689473828	1.008803789
1902	-0.142938976	0.464252449	0.48076928	0.798612424	-0.221242908	-0.514085594	0.659224657	-0.345235445	1.130786179	-0.603938335	0.273393386	0.521693601	6.56E-02	-0.827033768	0.242032338	0.31363844	-2.444844382	-2.16922061	-0.394087635	-1.96095508	0.475445577	-2.86E-02	-0.996320071	-3.097905779	-0.16293083	0.504225543	0.321699532	0.40741715	1.439190236	1.147831358	1.444332843	-2.489807905	-1.127471207	0.494100465	0.477981734	-0.238331679	0.208715256	-1.138028896	-0.735891451	0.910778535	0.852857547	9.69E-02	-0.462214229	1.017493366	1.252184159	1.296239924	1.25500951	0.245247693	-0.867152015	-0.636571679	-0.630805819	0.98566163	0.290761043	0.287407235	0.406961682	-0.98037614	0.545033862	0.542433223	1.460732576	0.197100944	0.330845114	-0.628505464
1903	0.138541921	0.628065178	-0.454515211	0.607321574	-0.344440267	-2.802656197	2.08E-02	-0.168054006	-0.527247445	-0.903444829	-1.084032691	0.729315983	0.25841118	0.054789614	0.689612878	-0.821286138	-1.799936873	-2.175921168	-0.645234328	-2.909358429	0.908505786	0.27776459	-2.174027664	-2.474107687	-3.24E-02	-0.303382217	0.207048224	2.038637577	0.98348439	0.617803116	1.457217952	-1.180944423	-0.388548846	1.225888992	0.187222652	0.238402872	0.47958151	0.19337725	0.585492406	0.887179729	0.985548604	7.37E-02	0.429537687	0.229490334	1.071620099	-0.128688013	0.942317728	0.593111669	0.353110864	0.168801364	0.823594255	1.155422068	0.872706034	2.76E-02	8.48E-02	-0.108437365	-0.379093837	-0.301167085	0.202282548	0.387702294	0.297211759	-6.03E-03
1904	-0.792496011	-0.377128927	-1.390162988	-0.636003485	9.57E-02	-2.522363091	-0.748482305	-0.866155564	0.719573834	0.377118507	1.786930478	-1.952507311	0.254705232	-1.336442626	9.28E-02	4.54E-02	-0.430128589	-1.682503202	-0.761103289	-0.658228988	0.28283141	0.134193229	1.036359318	-1.006482846	-0.133910507	1.308913399	0.367656523	1.020404321	1.694389158	1.665820263	0.538759342	-0.160344725	-0.104483396	0.937550501	6.34E-02	0.51840126	0.296828452	0.943225889	-0.543090523	0.33966785	-1.496482062	-7.53E-02	0.589851778	1.670968434	0.998950117	1.652617426	1.820412917	0.480163262	-0.530639355	-0.728210919	-0.040470559	0.797815552	-0.934113912	-0.748622333	1.000033043	-0.889591397	-1.790016265	-0.426800523	1.06975599	0.155692784	8.03E-02	-1.074941315
1905	-2.273045424	-1.026680294	-0.435825439	-1.499886205	-0.909105141	-0.2740079	-1.905248635	-0.244489755	-1.016224793	-0.636787391	0.114270314	0.73598687	-0.42826491	-0.331783857	-0.102322372	-0.606552888	7.20E-02	-1.838305118	7.09E-02	-0.606393721	-0.99418651	-0.127652236	-0.691329963	-2.264393111	8.16E-02	-0.247228086	-0.272676246	0.630206839	0.283431991	-0.865162788	1.893183509	0.493445832	-0.910083698	0.868074945	-0.351381277	1.002214735	-0.82074785	0.389433232	-0.321394319	0.414401371	-1.14678199	1.021905396	0.995556398	1.173444362	0.798885051	2.27892994	1.151000183	-0.623281769	9.15E-02	2.080026787	8.90E-02	1.175854141	-7.69E-02	1.40244164	1.288084834	1.097503794	0.416819513	-0.629816869	0.471669204	0.372956651	0.135536425	1.387642329
1906	0.432693968	1.056096863	-0.817914526	5.65E-02	-1.1837879	-1.81271403	-0.837104659	-1.287597736	-0.226079999	-0.325954907	-0.67893607	0.374394316	-0.75697843	-0.835161695	-3.92E-02	-0.805811441	-1.22662247	-1.248015181	-0.571186699	-1.751391497	0.771612621	0.776029797	-1.690734385	-3.154381856	0.774725784	0.303763437	2.70E-02	1.174146252	1.364158481	0.979044761	1.332383411	-0.82101332	-0.931809779	0.715928499	0.072591475	-8.19E-02	0.765013462	-6.12E-03	0.183988162	0.117847959	0.473877481	0.781784465	1.635055594	0.597366412	1.873189322	0.827880588	1.418618985	1.779904802	-1.237351207	0.106521395	-0.634391618	0.55086203	0.144023826	1.105250471	0.368500127	-0.251922265	2.62E-02	-0.03550402	-0.596904777	1.280921743	0.279264407	-0.680692819
1907	0.420353164	0.735694214	-0.377992259	0.970750212	-0.227908741	-0.712661797	-4.44E-02	-0.477749899	0.73505212	-0.188920304	-0.256580908	1.168312333	-0.916260645	9.73E-03	0.621887445	-0.28727381	-2.815008347	-0.866002596	-2.94E-02	-1.423221093	0.237382044	1.081903495	-1.990754148	-3.016896219	-0.336762718	-0.602855037	-0.598413345	1.13060792	1.174160568	0.678357675	0.982896805	-2.228104744	-1.53975623	0.63132451	-0.607709416	-0.904166799	0.406428885	-1.756432156	0.526855372	0.375182529	1.075347964	0.883623596	-0.1467387	1.096531314	1.858957863	7.64E-02	0.65666217	1.098402078	-0.194785654	-0.124979067	-0.465405404	0.53865687	0.510225364	1.401761776	0.37922987	-0.152020869	0.244548084	-0.13537481	3.48E-02	0.906242725	9.08E-02	0.685354738
1908	-1.114767877	5.90E-02	-2.402894876	-0.789172393	1.97E-02	-1.091996199	-1.26447254	-0.384662259	0.590846372	-0.172770491	0.763138628	1.72E-02	8.25E-02	-1.114380021	-0.159925914	-0.546453065	-1.417232519	-1.192116112	-0.506749171	-0.64395442	-0.862359514	-0.341399659	-0.125969355	-3.221654729	0.46783767	-0.22924115	-0.564162846	9.85E-02	-0.411271151	0.365799167	-0.240512275	0.168438448	0.554488195	0.618324986	-1.024381336	0.78756196	8.11E-03	0.270432654	-0.738461777	0.418707138	7.72E-02	0.679420086	1.75661467	1.769877546	1.268799532	2.24122629	2.301095677	1.274536984	-0.865626551	0.32955952	-5.91E-04	1.360059304	0.310149074	0.559902232	0.972406205	0.56924343	-7.69E-02	-1.379512422	0.280476571	0.199308277	1.258847263	0.384209192
1909	0.203120955	0.854810745	-0.286879731	0.268902842	-0.530982248	-0.990907083	7.18E-03	-0.533940036	0.880076756	-0.164299817	0.247021893	0.325708201	-0.65594164	-2.207188269	-0.242468203	0.504980156	-1.859249437	-1.686831177	-0.433976013	-1.099727987	-0.026090171	0.407040121	-1.011173814	-2.286545206	-0.32016071	-0.36596144	-0.181895726	0.833792913	1.631994459	0.858398231	1.383525971	-0.959658971	-0.898409139	0.912790427	-0.304305495	-0.7161036	1.66954211	-1.307551583	0.253720978	0.656249349	-0.423034962	0.290819364	1.063183566	0.627482737	1.148093213	0.648377427	0.759816771	3.423810242	-0.615045113	-1.433726112	0.355007058	0.277200875	8.55E-02	0.958630925	0.258090649	-0.605508766	1.109856343	-0.093290929	-3.66E-02	0.283161843	-1.410853669	0.500409012
1910	0.112936318	0.766608974	-1.40937512	6.51E-02	-0.568493422	-1.085334684	-2.346660501	-0.350115133	0.600796552	-0.102802069	-0.271837882	0.618946291	-3.61E-02	-0.38609785	0.522409097	0.120623791	-1.288716067	-1.223369762	-1.221524299	-1.739958938	0.092219469	9.30E-02	-1.262243759	-2.631006866	0.537017866	-0.605347198	-0.233490937	0.817434368	1.618311315	0.314001619	1.194753184	-0.624208317	-0.903121295	-0.269560668	-0.250058902	-1.01714635	1.572624986	-0.321476676	1.039485921	0.443365625	0.211997919	0.886990296	2.107603541	0.397615226	1.863729934	8.67E-02	0.763352429	1.690695899	0.113963847	1.072773869	-0.580761916	0.746451017	0.318225658	1.427462907	-1.893295903	0.323169601	5.17E-02	-0.524303192	-0.125442281	1.008473928	-0.636996972	0.308332444
1911	-0.209065245	-0.639330561	-0.36169624	-0.115024546	-1.963252175	-2.196071886	-0.379469311	-1.065360629	-0.622198086	-0.56024452	0.410661625	0.26718611	0.73233603	-0.177876095	-9.77E-02	-0.249982739	-0.935323575	-0.74950791	-1.350417351	-1.61607357	-9.23E-02	-0.252578125	-1.683188627	-3.687505445	0.405551502	0.320960393	0.338743485	0.20142028	1.922381513	1.288794902	1.48428861	0.444343507	0.618475726	1.284118579	0.337746943	-5.82E-02	0.864199185	-0.450982529	-0.335726129	0.585061796	-0.828564066	0.671287527	1.242472694	1.584925328	1.211709011	1.343339494	0.789051599	0.525234522	-0.148777955	0.789597573	7.43E-02	0.255452251	4.49E-02	0.555470287	-0.358930763	0.696515568	-1.353163879	-0.843838093	0.596620588	0.252993573	0.714569064	0.527741566
1912	-0.21630725	-0.44963377	-3.493470908	-1.219579826	-0.552973346	-0.611365291	-0.237311628	-0.424409928	0.922568842	-0.387463331	0.858116111	-0.382881748	-0.180045678	-0.413232745	0.794376747	-0.85497121	0.185553852	-1.640540056	0.238770552	-0.512551627	0.374774416	-0.528455978	5.24E-02	-2.706910809	0.496162122	-0.160292396	-0.341332151	0.731169065	0.281622193	0.675486894	2.78E-02	-0.116926667	0.087722692	1.10975787	-0.659678505	1.26217602	-0.666914488	1.353462149	-0.858525538	0.73718532	-0.450933604	0.391445571	1.080771913	2.263350359	0.451854528	1.984454485	2.150729214	-6.20E-02	-1.038735493	0.172382528	5.60E-02	1.747775529	-0.423524927	0.231076045	0.178486206	0.275720194	-1.478974268	-0.75163689	0.92348688	-0.14317457	7.59E-02	-0.207793098
1913	-0.407580074	-0.123450679	-0.22943105	0.525741747	-1.552867469	-1.353042467	-0.237068783	-0.733072205	-0.178860616	-1.017092791	-0.911580174	-0.223009491	-0.322954674	-0.993315407	0.186572395	-0.334645441	-0.326171455	-0.99268734	-1.238712612	-1.745632701	0.251551441	0.456295219	-0.690280905	-4.109291612	0.537900212	-0.360081013	0.212522146	0.820127314	1.135763444	1.180173527	1.716799339	-1.719415842	-0.845658995	0.51688558	-0.35833594	-0.148896325	0.791097962	-1.305942665	0.740252248	0.840126759	0.883106115	0.97408124	0.781245977	0.381636575	1.271589833	1.051898713	0.928613474	0.940578633	0.469971343	0.881465115	1.058452515	1.132090245	1.012682996	0.502489277	-0.169029197	-0.766736685	1.046551674	-0.376600656	1.049852723	-0.34062257	-0.109197021	-5.69E-02
1914	0.467386369	0.833297388	-5.57E-02	0.257362553	-0.13811916	-0.385833694	0.635961197	-0.242634387	0.463255382	-5.26E-03	1.481532396	0.949967383	0.115126037	-1.47E-03	0.575132958	-0.612572077	-0.967391424	-0.932863435	5.25E-02	-5.67E-03	0.826704302	0.884705643	-1.494313158	-2.21763031	0.978406189	0.436917347	0.313963556	0.915015879	1.52470756	1.263369288	1.520809743	0.513506916	0.136240763	1.009690387	0.345540881	-0.72794343	0.843150673	-0.848958876	-1.298546477	-0.979289743	-1.574374191	-0.300520321	0.949089342	0.995200821	1.486857589	1.65997069	1.147173994	0.124041834	-0.173913874	3.77E-02	-1.609909262	0.350515744	-2.105357059	-0.337564164	-0.370812414	-0.796753003	-2.68258097	9.09E-02	-1.136763942	0.322835765	-1.353943738	-1.151846426
